event_type,event_label,family_7class,family_key,cve_id,cvss_exploitability,cvss_c,cvss_i,cvss_a,mapping_source,mapping_note
dos-udp_flood,DoS-UDP_Flood,DoS,dos,CVE-2024-1102,0.74,0.28,0.2,0.86,official_taxonomy_plus_family_surrogate,Explicit attack-to-family map comes from the official CICIoT example notebook; CVE values remain representative family-level surrogates until a device-level curated map is supplied.
mitm-arpspoofing,MITM-ArpSpoofing,Spoofing,spoofing,CVE-2024-1106,0.53,0.41,0.46,0.14,official_taxonomy_plus_family_surrogate,Explicit attack-to-family map comes from the official CICIoT example notebook; CVE values remain representative family-level surrogates until a device-level curated map is supplied.
mirai-greeth_flood,Mirai-greeth_flood,Mirai,mirai,CVE-2024-1107,0.88,0.4,0.36,0.95,official_taxonomy_plus_family_surrogate,Explicit attack-to-family map comes from the official CICIoT example notebook; CVE values remain representative family-level surrogates until a device-level curated map is supplied.
mirai-greip_flood,Mirai-greip_flood,Mirai,mirai,CVE-2024-1107,0.88,0.4,0.36,0.95,official_taxonomy_plus_family_surrogate,Explicit attack-to-family map comes from the official CICIoT example notebook; CVE values remain representative family-level surrogates until a device-level curated map is supplied.
mirai-udpplain,Mirai-udpplain,Mirai,mirai,CVE-2024-1107,0.88,0.4,0.36,0.95,official_taxonomy_plus_family_surrogate,Explicit attack-to-family map comes from the official CICIoT example notebook; CVE values remain representative family-level surrogates until a device-level curated map is supplied.
recon-hostdiscovery,Recon-HostDiscovery,Recon,recon,CVE-2024-1103,0.48,0.1,0.12,0.2,official_taxonomy_plus_family_surrogate,Explicit attack-to-family map comes from the official CICIoT example notebook; CVE values remain representative family-level surrogates until a device-level curated map is supplied.
recon-osscan,Recon-OSScan,Recon,recon,CVE-2024-1103,0.48,0.1,0.12,0.2,official_taxonomy_plus_family_surrogate,Explicit attack-to-family map comes from the official CICIoT example notebook; CVE values remain representative family-level surrogates until a device-level curated map is supplied.
recon-pingsweep,Recon-PingSweep,Recon,recon,CVE-2024-1103,0.48,0.1,0.12,0.2,official_taxonomy_plus_family_surrogate,Explicit attack-to-family map comes from the official CICIoT example notebook; CVE values remain representative family-level surrogates until a device-level curated map is supplied.
recon-portscan,Recon-PortScan,Recon,recon,CVE-2024-1103,0.48,0.1,0.12,0.2,official_taxonomy_plus_family_surrogate,Explicit attack-to-family map comes from the official CICIoT example notebook; CVE values remain representative family-level surrogates until a device-level curated map is supplied.
sqlinjection,SqlInjection,Web,web,CVE-2024-1104,0.77,0.71,0.69,0.4,official_taxonomy_plus_family_surrogate,Explicit attack-to-family map comes from the official CICIoT example notebook; CVE values remain representative family-level surrogates until a device-level curated map is supplied.
uploading_attack,Uploading_Attack,Web,web,CVE-2024-1104,0.77,0.71,0.69,0.4,official_taxonomy_plus_family_surrogate,Explicit attack-to-family map comes from the official CICIoT example notebook; CVE values remain representative family-level surrogates until a device-level curated map is supplied.
vulnerabilityscan,VulnerabilityScan,Recon,recon,CVE-2024-1103,0.48,0.1,0.12,0.2,official_taxonomy_plus_family_surrogate,Explicit attack-to-family map comes from the official CICIoT example notebook; CVE values remain representative family-level surrogates until a device-level curated map is supplied.
xss,XSS,Web,web,CVE-2024-1104,0.77,0.71,0.69,0.4,official_taxonomy_plus_family_surrogate,Explicit attack-to-family map comes from the official CICIoT example notebook; CVE values remain representative family-level surrogates until a device-level curated map is supplied.
