id,title,function,category,informative_references,linked_iso_ids
PR.IR-01,Networks and environments are protected from unauthorized logical access and usage,PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Technology Infrastructure Resilience (PR.IR): Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",CCMv4.0: AIS-04 | CCMv4.0: AIS-06 | CCMv4.0: DCS-12 | CCMv4.0: DSP-10 | CCMv4.0: DSP-15 | CCMv4.0: IVS-03 | CCMv4.0: IVS-05 | CCMv4.0: IVS-06 | CCMv4.0: IVS-09 | CCMv4.0: UEM-05 | CCMv4.0: UEM-14 | CIS Controls v8.0: 3.12 | CIS Controls v8.0: 12.2 | CIS Controls v8.1: 3.12 | CIS Controls v8.1: 12.2 | CRI Profile v2.0: PR.IR-01 | CRI Profile v2.0: PR.IR-01.01 | CRI Profile v2.0: PR.IR-01.02 | CRI Profile v2.0: PR.IR-01.03 | CRI Profile v2.0: PR.IR-01.04 | CRI Profile v2.0: PR.IR-01.05 | CRI Profile v2.0: PR.IR-01.06 | CRI Profile v2.0: PR.IR-01.07 | CRI Profile v2.0: PR.IR-01.08 | CSF v1.1: PR.AC-3 | CSF v1.1: PR.AC-5 | CSF v1.1: PR.DS-7 | CSF v1.1: PR.PT-4 | ISO/IEC 27001:2022: Mandatory Clause: None | ISO/IEC 27001:2022: Annex A Controls: 8.20 | ISO/IEC 27001:2022: Annex A Controls: 8.21 | ISO/IEC 27001:2022: Annex A Controls: 8.22 | NICE Framework: DD-WRL-001 | NICE Framework: DD-WRL-002 | NICE Framework: DD-WRL-004 | NICE Framework: DD-WRL-006 | NICE Framework: DD-WRL-009 | NICE Framework: IO-WRL-004 | NICE Framework: OG-WRL-001 | NICE Framework: OG-WRL-014 | OWASP Top 10 LLM Applications: LLM01-2025 | OWASP Top 10 LLM Applications: LLM06-2025 | OWASP Top 10 LLM Applications: LLM10-2025 | PCI DSS: 1.2.3 | PCI DSS: 1.2.4 | PCI DSS: 10.2.1 | PCI DSS: 5.2.1 | PCI DSS: 5.2.2 | PCI DSS: 5.2.3 | PCI DSS: 5.2.3.1 | PCI DSS: 11.2.1 | SCF: NET-01 | SCF: SEA-01 | SCF: SEA-02 | SP 800-171 Rev 3: 03.01.02 | SP 800-171 Rev 3: 03.01.03 | SP 800-171 Rev 3: 03.13.01 | SP 800-171 Rev 3: 03.13.04 | SP 800-171 Rev 3: 03.13.06 | SP 800-53 Rev 5.1.1: AC-03 | SP 800-53 Rev 5.1.1: AC-04 | SP 800-53 Rev 5.1.1: SC-04 | SP 800-53 Rev 5.1.1: SC-05 | SP 800-53 Rev 5.1.1: SC-07 | SP 800-53 Rev 5.2.0: AC-03 | SP 800-53 Rev 5.2.0: AC-04 | SP 800-53 Rev 5.2.0: SC-04 | SP 800-53 Rev 5.2.0: SC-05 | SP 800-53 Rev 5.2.0: SC-07 | SSDF: PO.5.1,A.8.20;A.8.21;A.8.22
PR.IR-02,The organization's technology assets are protected from environmental threats,PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Technology Infrastructure Resilience (PR.IR): Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",CCMv4.0: DCS-03 | CCMv4.0: DCS-13 | CCMv4.0: DCS-14 | CCMv4.0: DCS-15 | CRI Profile v2.0: PR.IR-02 | CRI Profile v2.0: PR.IR-02.01 | CSF v1.1: PR.IP-5 | ISO/IEC 27001:2022: Mandatory Clause: None | ISO/IEC 27001:2022: Annex A Controls: 7.5 | NICE Framework: DD-WRL-001 | NICE Framework: DD-WRL-002 | NICE Framework: DD-WRL-004 | NICE Framework: DD-WRL-006 | NICE Framework: DD-WRL-009 | NICE Framework: IO-WRL-004 | NICE Framework: OG-WRL-014 | PCI DSS: 9.1.1 | PCI DSS: 9.1.2 | PCI DSS: 12.10.1 | SCF: BCD-01 | SCF: PES-01 | SCF: PES-07 | SCF: PES-07.5 | SCF: PES-08 | SCF: PES-09 | SP 800-53 Rev 5.1.1: CP-02 | SP 800-53 Rev 5.1.1: PE-09 | SP 800-53 Rev 5.1.1: PE-10 | SP 800-53 Rev 5.1.1: PE-11 | SP 800-53 Rev 5.1.1: PE-12 | SP 800-53 Rev 5.1.1: PE-13 | SP 800-53 Rev 5.1.1: PE-14 | SP 800-53 Rev 5.1.1: PE-15 | SP 800-53 Rev 5.1.1: PE-18 | SP 800-53 Rev 5.1.1: PE-23 | SP 800-53 Rev 5.2.0: CP-02 | SP 800-53 Rev 5.2.0: PE-09 | SP 800-53 Rev 5.2.0: PE-10 | SP 800-53 Rev 5.2.0: PE-11 | SP 800-53 Rev 5.2.0: PE-12 | SP 800-53 Rev 5.2.0: PE-13 | SP 800-53 Rev 5.2.0: PE-14 | SP 800-53 Rev 5.2.0: PE-15 | SP 800-53 Rev 5.2.0: PE-18 | SP 800-53 Rev 5.2.0: PE-23,A.7.5
PR.IR-03,Mechanisms are implemented to achieve resilience requirements in normal and adverse situations,PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Technology Infrastructure Resilience (PR.IR): Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",CCMv4.0: BCR-11 | CRI Profile v2.0: PR.IR-03 | CRI Profile v2.0: PR.IR-03.01 | CSF v1.1: PR.PT-5 | ISO/IEC 27001:2022: Mandatory Clause: 4.2(b) | ISO/IEC 27001:2022: Mandatory Clause: 6.1.1 | ISO/IEC 27001:2022: Annex A Controls: 5.29 | ISO/IEC 27001:2022: Annex A Controls: 8.14 | NICE Framework: DD-WRL-001 | NICE Framework: DD-WRL-002 | NICE Framework: DD-WRL-004 | NICE Framework: DD-WRL-006 | NICE Framework: DD-WRL-009 | NICE Framework: IO-WRL-004 | NICE Framework: OG-WRL-002 | NICE Framework: OG-WRL-014 | OWASP Top 10 LLM Applications: LLM10-2025 | PCI DSS: 12.10.1 | PCI DSS: 12.10.2 | PCI DSS: 12.10.6 | SCF: BCD-01 | SCF: SEA-01 | SCF: SEA-02 | SP 800-171 Rev 3: 03.16.01 | SP 800-53 Rev 5.1.1: CP | SP 800-53 Rev 5.1.1: IR | SP 800-53 Rev 5.1.1: SA-08 | SP 800-53 Rev 5.1.1: SC-06 | SP 800-53 Rev 5.1.1: SC-24 | SP 800-53 Rev 5.1.1: SC-36 | SP 800-53 Rev 5.1.1: SC-39 | SP 800-53 Rev 5.1.1: SI-13 | SP 800-53 Rev 5.2.0: CP | SP 800-53 Rev 5.2.0: IR | SP 800-53 Rev 5.2.0: SA-08 | SP 800-53 Rev 5.2.0: SA-24 | SP 800-53 Rev 5.2.0: SC-06 | SP 800-53 Rev 5.2.0: SC-24 | SP 800-53 Rev 5.2.0: SC-36 | SP 800-53 Rev 5.2.0: SC-39 | SP 800-53 Rev 5.2.0: SI-13,A.5.29;A.8.14
PR.IR-04,Adequate resource capacity to ensure availability is maintained,PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Technology Infrastructure Resilience (PR.IR): Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",CCMv4.0: IVS-02 | CRI Profile v2.0: PR.IR-04 | CRI Profile v2.0: PR.IR-04.01 | CRI Profile v2.0: PR.IR-04.02 | CSF v1.1: PR.DS-4 | ISO/IEC 27001:2022: Mandatory Clause: None | ISO/IEC 27001:2022: Annex A Controls: 8.6 | NICE Framework: DD-WRL-001 | NICE Framework: DD-WRL-002 | NICE Framework: DD-WRL-004 | NICE Framework: DD-WRL-006 | NICE Framework: DD-WRL-009 | NICE Framework: IO-WRL-004 | NICE Framework: OG-WRL-014 | OWASP Top 10 LLM Applications: LLM10-2025 | SCF: CAP-01 | SCF: CAP-02 | SCF: CAP-03 | SP 800-53 Rev 5.1.1: CP-06 | SP 800-53 Rev 5.1.1: CP-07 | SP 800-53 Rev 5.1.1: CP-08 | SP 800-53 Rev 5.1.1: PM-03 | SP 800-53 Rev 5.1.1: PM-09 | SP 800-53 Rev 5.2.0: CP-06 | SP 800-53 Rev 5.2.0: CP-07 | SP 800-53 Rev 5.2.0: CP-08 | SP 800-53 Rev 5.2.0: PM-03 | SP 800-53 Rev 5.2.0: PM-09,A.8.6
DE.CM-01,Networks and network services are monitored to find potentially adverse events,DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",CCMv4.0: IVS-03 | CCMv4.0: IVS-09 | CCMv4.0: LOG-01 | CCMv4.0: LOG-03 | CCMv4.0: LOG-05 | CCMv4.0: LOG-08 | CCMv4.0: TVM-02 | CCMv4.0: TVM-10 | CCMv4.0: UEM-10 | CIS Controls v8.0: 13.1 | CIS Controls v8.1: 13.1 | CRI Profile v2.0: DE.CM-01 | CRI Profile v2.0: DE.CM-01.01 | CRI Profile v2.0: DE.CM-01.02 | CRI Profile v2.0: DE.CM-01.03 | CRI Profile v2.0: DE.CM-01.04 | CRI Profile v2.0: DE.CM-01.05 | CRI Profile v2.0: DE.CM-01.06 | CSF v1.1: DE.CM-1 | CSF v1.1: DE.CM-4 | CSF v1.1: DE.CM-5 | CSF v1.1: DE.CM-7 | IRP: IRP-Sec-4 | IRP: IRP-Sec-4 | IRP: IRP-Sec-4 | ISO/IEC 27001:2022: Mandatory Clause: None | ISO/IEC 27001:2022: Annex A Controls: 8.16 | NICE Framework: DD-WRL-007 | NICE Framework: IO-WRL-004 | NICE Framework: IO-WRL-006 | NICE Framework: OG-WRL-016 | NICE Framework: PD-WRL-001 | NICE Framework: PD-WRL-004 | OWASP Top 10 LLM Applications: LLM01-2025 | OWASP Top 10 LLM Applications: LLM02-2025 | OWASP Top 10 LLM Applications: LLM10-2025 | PCI DSS: 10.2.1 | PCI DSS: 10.4.1 | PCI DSS: 11.2.1 | PCI DSS: 1.2.4 | SCF: MON-01 | SCF: MON-01.1 | SCF: MON-01.3 | SCF: MON-01.4 | SCF: MON-01.8 | SP 800-171 Rev 3: 03.01.01 | SP 800-171 Rev 3: 03.03.03 | SP 800-171 Rev 3: 03.04.03 | SP 800-171 Rev 3: 03.12.03 | SP 800-171 Rev 3: 03.13.01 | SP 800-171 Rev 3: 03.13.06 | SP 800-171 Rev 3: 03.14.06 | SP 800-53 Rev 5.1.1: AC-02 | SP 800-53 Rev 5.1.1: AU-12 | SP 800-53 Rev 5.1.1: CA-07 | SP 800-53 Rev 5.1.1: CM-03 | SP 800-53 Rev 5.1.1: SC-05 | SP 800-53 Rev 5.1.1: SC-07 | SP 800-53 Rev 5.1.1: SI-04 | SP 800-53 Rev 5.2.0: AC-02 | SP 800-53 Rev 5.2.0: AU-12 | SP 800-53 Rev 5.2.0: CA-07 | SP 800-53 Rev 5.2.0: CM-03 | SP 800-53 Rev 5.2.0: SC-05 | SP 800-53 Rev 5.2.0: SC-07 | SP 800-53 Rev 5.2.0: SI-04,A.8.16
DE.CM-02,The physical environment is monitored to find potentially adverse events,DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",CCMv4.0: DCS-09 | CCMv4.0: DCS-10 | CCMv4.0: DCS-14 | CCMv4.0: LOG-01 | CCMv4.0: LOG-03 | CCMv4.0: LOG-05 | CCMv4.0: LOG-08 | CCMv4.0: LOG-12 | CCMv4.0: TVM-10 | CRI Profile v2.0: DE.CM-02 | CRI Profile v2.0: DE.CM-02.01 | CSF v1.1: DE.CM-2 | ISO/IEC 27001:2022: Mandatory Clause: None | ISO/IEC 27001:2022: Annex A Controls: 7.4 | NICE Framework: DD-WRL-007 | NICE Framework: IO-WRL-005 | NICE Framework: IO-WRL-006 | NICE Framework: OG-WRL-016 | NICE Framework: PD-WRL-001 | NICE Framework: PD-WRL-004 | PCI DSS: 9.3.1.1 | PCI DSS: 9.5.1.2 | PCI DSS: 9.4.1.2 | SCF: PES-01 | SCF: PES-03 | SCF: PES-03.3 | SCF: PES-05 | SP 800-171 Rev 3: 03.10.02 | SP 800-171 Rev 3: 03.10.07 | SP 800-171 Rev 3: 03.12.03 | SP 800-53 Rev 5.1.1: CA-07 | SP 800-53 Rev 5.1.1: PE-03 | SP 800-53 Rev 5.1.1: PE-06 | SP 800-53 Rev 5.1.1: PE-20 | SP 800-53 Rev 5.2.0: CA-07 | SP 800-53 Rev 5.2.0: PE-03 | SP 800-53 Rev 5.2.0: PE-06 | SP 800-53 Rev 5.2.0: PE-20,A.7.4
DE.CM-03,Personnel activity and technology usage are monitored to find potentially adverse events,DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",CCMv4.0: LOG-01 | CCMv4.0: LOG-03 | CCMv4.0: LOG-05 | CCMv4.0: LOG-08 | CCMv4.0: TVM-10 | CIS Controls v8.0: 10.7 | CIS Controls v8.1: 10.7 | CRI Profile v2.0: DE.CM-03 | CRI Profile v2.0: DE.CM-03.01 | CRI Profile v2.0: DE.CM-03.02 | CRI Profile v2.0: DE.CM-03.03 | CSF v1.1: DE.CM-3 | CSF v1.1: DE.CM-7 | ISO/IEC 27001:2022: Mandatory Clause: 9.1 | ISO/IEC 27001:2022: Annex A Controls: 7.4 | ISO/IEC 27001:2022: Annex A Controls: 8.16 | NICE Framework: DD-WRL-007 | NICE Framework: IO-WRL-006 | NICE Framework: OG-WRL-016 | NICE Framework: PD-WRL-001 | NICE Framework: PD-WRL-004 | NICE Framework: PD-WRL-005 | OWASP Top 10 LLM Applications: LLM01-2025 | OWASP Top 10 LLM Applications: LLM02-2025 | OWASP Top 10 LLM Applications: LLM06-2025 | PCI DSS: 10.2.1 | PCI DSS: 10.4.1 | PCI DSS: 8.2.2 | PCI DSS: 10.6.1 | SCF: MON-01 | SCF: MON-16 | SCF: NET-18 | SP 800-171 Rev 3: 03.01.01 | SP 800-171 Rev 3: 03.03.03 | SP 800-171 Rev 3: 03.12.03 | SP 800-53 Rev 5.1.1: AC-02 | SP 800-53 Rev 5.1.1: AU-12 | SP 800-53 Rev 5.1.1: AU-13 | SP 800-53 Rev 5.1.1: CA-07 | SP 800-53 Rev 5.1.1: CM-10 | SP 800-53 Rev 5.1.1: CM-11 | SP 800-53 Rev 5.2.0: AC-02 | SP 800-53 Rev 5.2.0: AU-12 | SP 800-53 Rev 5.2.0: AU-13 | SP 800-53 Rev 5.2.0: CA-07 | SP 800-53 Rev 5.2.0: CM-10 | SP 800-53 Rev 5.2.0: CM-11,A.7.4;A.8.16
DE.CM-06,External service provider activities and services are monitored to find potentially adverse events,DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",CCMv4.0: LOG-01 | CCMv4.0: LOG-03 | CCMv4.0: LOG-05 | CCMv4.0: LOG-08 | CCMv4.0: TVM-10 | CIS Controls v8.0: 15.2 | CIS Controls v8.0: 15.6 | CIS Controls v8.1: 15.2 | CIS Controls v8.1: 15.6 | CRI Profile v2.0: DE.CM-06 | CRI Profile v2.0: DE.CM-06.01 | CRI Profile v2.0: DE.CM-06.02 | CSF v1.1: DE.CM-6 | CSF v1.1: DE.CM-7 | ISO/IEC 27001:2022: Mandatory Clause: None | ISO/IEC 27001:2022: Annex A Controls: 5.22 | ISO/IEC 27001:2022: Annex A Controls: 8.16 | NICE Framework: DD-WRL-007 | NICE Framework: IO-WRL-006 | NICE Framework: OG-WRL-016 | NICE Framework: PD-WRL-001 | NICE Framework: PD-WRL-004 | OWASP Top 10 LLM Applications: LLM03-2025 | PCI DSS: 12.8.4 | PCI DSS: 7.2.4 | PCI DSS: 10.2.1 | SCF: MON-01 | SP 800-171 Rev 3: 03.12.03 | SP 800-171 Rev 3: 03.14.06 | SP 800-171 Rev 3: 03.16.03 | SP 800-53 Rev 5.1.1: CA-07 | SP 800-53 Rev 5.1.1: PS-07 | SP 800-53 Rev 5.1.1: SA-04 | SP 800-53 Rev 5.1.1: SA-09 | SP 800-53 Rev 5.1.1: SI-04 | SP 800-53 Rev 5.2.0: CA-07 | SP 800-53 Rev 5.2.0: PS-07 | SP 800-53 Rev 5.2.0: SA-04 | SP 800-53 Rev 5.2.0: SA-09 | SP 800-53 Rev 5.2.0: SI-04,A.5.22;A.8.16
DE.CM-09,"Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events",DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",CCMv4.0: CCC-07 | CCMv4.0: IVS-06 | CCMv4.0: LOG-01 | CCMv4.0: LOG-03 | CCMv4.0: LOG-05 | CCMv4.0: LOG-08 | CCMv4.0: LOG-10 | CCMv4.0: LOG-11 | CCMv4.0: TVM-02 | CCMv4.0: TVM-10 | CCMv4.0: UEM-09 | CCMv4.0: UEM-10 | CCMv4.0: UEM-11 | CIS Controls v8.0: 10.1 | CIS Controls v8.1: 10.1 | CRI Profile v2.0: DE.CM-09 | CRI Profile v2.0: DE.CM-09.01 | CRI Profile v2.0: DE.CM-09.02 | CRI Profile v2.0: DE.CM-09.03 | CSF v1.1: PR.DS-6 | CSF v1.1: PR.DS-8 | CSF v1.1: DE.CM-4 | CSF v1.1: DE.CM-5 | CSF v1.1: DE.CM-7 | ISO/IEC 27001:2022: Mandatory Clause: None | ISO/IEC 27001:2022: Annex A Controls: 8.16 | NICE Framework: DD-WRL-005 | NICE Framework: DD-WRL-007 | NICE Framework: IO-WRL-006 | NICE Framework: OG-WRL-016 | NICE Framework: PD-WRL-001 | NICE Framework: PD-WRL-004 | OWASP Top 10 LLM Applications: LLM01-2025 | OWASP Top 10 LLM Applications: LLM04-2025 | OWASP Top 10 LLM Applications: LLM05-2025 | OWASP Top 10 LLM Applications: LLM08-2025 | OWASP Top 10 LLM Applications: LLM10-2025 | PCI DSS: 5.2.1 | PCI DSS: 5.2.2 | PCI DSS: 5.3.2 | PCI DSS: 11.3.1 | PCI DSS: 11.3.2 | PCI DSS: 6.4.3 | PCI DSS: 10.3.4 | SCF: MON-01 | SCF: MON-01.7 | SCF: END-01 | SCF: END-04 | SCF: END-06 | SP 800-171 Rev 3: 03.01.03 | SP 800-171 Rev 3: 03.03.03 | SP 800-171 Rev 3: 03.04.02 | SP 800-171 Rev 3: 03.04.03 | SP 800-171 Rev 3: 03.12.03 | SP 800-171 Rev 3: 03.14.06 | SP 800-53 Rev 5.1.1: AC-04 | SP 800-53 Rev 5.1.1: AC-09 | SP 800-53 Rev 5.1.1: AU-12 | SP 800-53 Rev 5.1.1: CA-07 | SP 800-53 Rev 5.1.1: CM-03 | SP 800-53 Rev 5.1.1: CM-06 | SP 800-53 Rev 5.1.1: CM-10 | SP 800-53 Rev 5.1.1: CM-11 | SP 800-53 Rev 5.1.1: SC-34 | SP 800-53 Rev 5.1.1: SC-35 | SP 800-53 Rev 5.1.1: SI-04 | SP 800-53 Rev 5.1.1: SI-07 | SP 800-53 Rev 5.2.0: AC-04 | SP 800-53 Rev 5.2.0: AC-09 | SP 800-53 Rev 5.2.0: AU-12 | SP 800-53 Rev 5.2.0: CA-07 | SP 800-53 Rev 5.2.0: CM-03 | SP 800-53 Rev 5.2.0: CM-06 | SP 800-53 Rev 5.2.0: CM-10 | SP 800-53 Rev 5.2.0: CM-11 | SP 800-53 Rev 5.2.0: SC-34 | SP 800-53 Rev 5.2.0: SC-35 | SP 800-53 Rev 5.2.0: SI-04 | SP 800-53 Rev 5.2.0: SI-07,A.8.16
DE.AE-02,Potentially adverse events are analyzed to better understand associated activities,DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Adverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",CCMv4.0: LOG-03 | CCMv4.0: LOG-05 | CCMv4.0: SEF-05 | CCMv4.0: SEF-06 | CCMv4.0: UEM-09 | CIS Controls v8.0: 8.11 | CIS Controls v8.1: 8.11 | CRI Profile v2.0: DE.AE-02 | CRI Profile v2.0: DE.AE-02.01 | CRI Profile v2.0: DE.AE-02.02 | CSF v1.1: DE.AE-2 | ISO/IEC 27001:2022: Mandatory Clause: None | ISO/IEC 27001:2022: Annex A Controls: 5.24 | ISO/IEC 27001:2022: Annex A Controls: 5.25 | NICE Framework: DD-WRL-008 | NICE Framework: IO-WRL-006 | NICE Framework: PD-WRL-001 | NICE Framework: PD-WRL-005 | NICE Framework: PD-WRL-006 | NICE Framework: PD-WRL-007 | OWASP Top 10 LLM Applications: LLM01-2025 | OWASP Top 10 LLM Applications: LLM04-2025 | OWASP Top 10 LLM Applications: LLM10-2025 | PCI DSS: 10.2.1 | PCI DSS: 10.4.1 | PCI DSS: 10.4.2.1 | PCI DSS: 10.3.3 | PCI DSS: 10.3.4 | PCI DSS: 6.3.1 | SCF: IRO-02 | SCF: IRO-02.4 | SP 800-171 Rev 3: 03.03.05 | SP 800-171 Rev 3: 03.06.01 | SP 800-171 Rev 3: 03.12.03 | SP 800-171 Rev 3: 03.14.06 | SP 800-53 Rev 5.1.1: AU-06 | SP 800-53 Rev 5.1.1: CA-07 | SP 800-53 Rev 5.1.1: IR-04 | SP 800-53 Rev 5.1.1: SI-04 | SP 800-53 Rev 5.2.0: AU-06 | SP 800-53 Rev 5.2.0: CA-07 | SP 800-53 Rev 5.2.0: IR-04 | SP 800-53 Rev 5.2.0: SI-04,A.5.24;A.5.25
DE.AE-03,Information is correlated from multiple sources,DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Adverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",CCMv4.0: LOG-03 | CCMv4.0: LOG-05 | CCMv4.0: SEF-05 | CRI Profile v2.0: DE.AE-03 | CRI Profile v2.0: DE.AE-03.01 | CRI Profile v2.0: DE.AE-03.02 | CSF v1.1: DE.AE-3 | ISO/IEC 27001:2022: Mandatory Clause: None | ISO/IEC 27001:2022: Annex A Controls: 8.15 | ISO/IEC 27001:2022: Annex A Controls: 8.16 | NICE Framework: IO-WRL-001 | NICE Framework: IO-WRL-006 | NICE Framework: PD-WRL-001 | NICE Framework: PD-WRL-006 | OWASP Top 10 LLM Applications: LLM01-2025 | OWASP Top 10 LLM Applications: LLM04-2025 | PCI DSS: 10.2.1 | PCI DSS: 10.3.3 | PCI DSS: 10.4.1 | PCI DSS: 12.5.1 | PCI DSS: 1.2.4 | SCF: MON-02 | SCF: MON-02.1 | SCF: IRO-02 | SCF: IRO-02.5 | SP 800-171 Rev 3: 03.03.05 | SP 800-171 Rev 3: 03.06.01 | SP 800-171 Rev 3: 03.06.02 | SP 800-171 Rev 3: 03.06.05 | SP 800-171 Rev 3: 03.12.03 | SP 800-171 Rev 3: 03.14.06 | SP 800-53 Rev 5.1.1: AU-06 | SP 800-53 Rev 5.1.1: CA-07 | SP 800-53 Rev 5.1.1: PM-16 | SP 800-53 Rev 5.1.1: IR-04 | SP 800-53 Rev 5.1.1: IR-05 | SP 800-53 Rev 5.1.1: IR-08 | SP 800-53 Rev 5.1.1: SI-04 | SP 800-53 Rev 5.2.0: AU-06 | SP 800-53 Rev 5.2.0: CA-07 | SP 800-53 Rev 5.2.0: PM-16 | SP 800-53 Rev 5.2.0: IR-04 | SP 800-53 Rev 5.2.0: IR-05 | SP 800-53 Rev 5.2.0: IR-08 | SP 800-53 Rev 5.2.0: SI-04,A.8.15;A.8.16
DE.AE-04,The estimated impact and scope of adverse events are understood,DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Adverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",CCMv4.0: LOG-03 | CCMv4.0: SEF-05 | CCMv4.0: SEF-06 | CRI Profile v2.0: DE.AE-04 | CRI Profile v2.0: DE.AE-04.01 | CSF v1.1: DE.AE-4 | ISO/IEC 27001:2022: Mandatory Clause: None | ISO/IEC 27001:2022: Annex A Controls: 5.25 | NICE Framework: DD-WRL-004 | NICE Framework: IO-WRL-006 | NICE Framework: OG-WRL-002 | NICE Framework: OG-WRL-012 | NICE Framework: PD-WRL-001 | NICE Framework: PD-WRL-006 | OWASP Top 10 LLM Applications: LLM01-2025 | OWASP Top 10 LLM Applications: LLM02-2025 | OWASP Top 10 LLM Applications: LLM04-2025 | PCI DSS: 10.2.1 | PCI DSS: 10.4.1 | PCI DSS: 1.2.3 | PCI DSS: 1.2.4 | PCI DSS: 12.5.1 | SCF: IRO-02 | SCF: IRO-02.4 | SP 800-53 Rev 5.1.1: PM-09 | SP 800-53 Rev 5.1.1: PM-11 | SP 800-53 Rev 5.1.1: PM-18 | SP 800-53 Rev 5.1.1: PM-28 | SP 800-53 Rev 5.1.1: PM-30 | SP 800-53 Rev 5.2.0: PM-09 | SP 800-53 Rev 5.2.0: PM-11 | SP 800-53 Rev 5.2.0: PM-18 | SP 800-53 Rev 5.2.0: PM-28 | SP 800-53 Rev 5.2.0: PM-30,A.5.25
DE.AE-06,Information on adverse events is provided to authorized staff and tools,DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Adverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents",CCMv4.0: CCC-07 | CCMv4.0: LOG-03 | CCMv4.0: LOG-05 | CCMv4.0: LOG-13 | CCMv4.0: SEF-05 | CCMv4.0: SEF-06 | CRI Profile v2.0: DE.AE-06 | CRI Profile v2.0: DE.AE-06.01 | CSF v1.1: DE.DP-4 | ISO/IEC 27001:2022: Mandatory Clause: None | ISO/IEC 27001:2022: Annex A Controls: 5.26 | NICE Framework: IO-WRL-006 | NICE Framework: PD-WRL-001 | NICE Framework: PD-WRL-005 | NICE Framework: PD-WRL-006 | NICE Framework: PD-WRL-007 | PCI DSS: 12.10.1 | PCI DSS: 10.3.1 | PCI DSS: 10.3.3 | PCI DSS: 12.10.3 | SCF: MON-01.8 | SCF: MON-01.12 | SCF: MON-02 | SCF: MON-02.1 | SCF: IRO-02 | SCF: IRO-02.4 | SCF: IRO-04 | SCF: IRO-07 | SCF: IRO-09 | SCF: IRO-10 | SP 800-171 Rev 3: 03.06.01 | SP 800-53 Rev 5.1.1: IR-04 | SP 800-53 Rev 5.1.1: PM-15 | SP 800-53 Rev 5.1.1: PM-16 | SP 800-53 Rev 5.1.1: RA-03 | SP 800-53 Rev 5.1.1: RA-10 | SP 800-53 Rev 5.2.0: IR-04 | SP 800-53 Rev 5.2.0: PM-15 | SP 800-53 Rev 5.2.0: PM-16 | SP 800-53 Rev 5.2.0: RA-04 | SP 800-53 Rev 5.2.0: RA-10,A.5.26
